date,listeners,streams,followers
2025-10-16,431,449,546
2025-10-17,380,435,546
2025-10-18,217,241,546
2025-10-19,249,279,544
2025-10-20,410,433,544
2025-10-21,417,457,544
2025-10-22,448,497,544
2025-10-23,415,460,544
2025-10-24,409,441,544
2025-10-25,252,270,544
2025-10-26,267,291,544
2025-10-27,469,512,544
2025-10-28,428,471,544
2025-10-29,429,466,544
2025-10-30,407,441,544
2025-10-31,372,391,544
2025-11-01,224,283,544
2025-11-02,279,309,544
2025-11-03,488,522,544
2025-11-04,457,492,544
2025-11-05,482,513,544
2025-11-06,457,487,544
2025-11-07,416,458,544
2025-11-08,277,292,544
2025-11-09,289,323,544
2025-11-10,432,465,544
2025-11-11,458,487,544
2025-11-12,455,502,544
2025-11-13,407,429,544
2025-11-14,398,433,544
2025-11-15,287,312,544
2025-11-16,301,328,544
2025-11-17,434,451,544
2025-11-18,466,499,544
2025-11-19,479,516,544
2025-11-20,442,480,544
2025-11-21,392,411,543
2025-11-22,244,273,543
2025-11-23,264,288,543
2025-11-24,408,453,544
2025-11-25,428,461,544
2025-11-26,358,396,544
2025-11-27,284,310,544
2025-11-28,269,287,543
2025-11-29,226,246,543
2025-11-30,231,256,543
2025-12-01,408,448,543
2025-12-02,413,448,543
2025-12-03,414,513,543
2025-12-04,369,427,542
2025-12-05,358,384,542
2025-12-06,249,273,542
2025-12-07,216,241,542
2025-12-08,400,456,542
2025-12-09,396,414,542
2025-12-10,405,434,542
2025-12-11,354,417,542
2025-12-12,369,389,542
2025-12-13,280,288,542
2025-12-14,222,246,542
2025-12-15,396,470,542
2025-12-16,348,370,542
2025-12-17,363,385,542
2025-12-18,317,330,542
2025-12-19,238,248,542
2025-12-20,188,210,542
2025-12-21,160,178,542
2025-12-22,217,234,542
2025-12-23,235,256,544
